City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
347,khovd,48.0056,91.6419,14.49,51,69,3.89,MN,2023-06-12
348,guayaramerin,-10.8368,-65.3614,24.82,93,99,0.99,BO,2023-06-12
349,severobaykal'sk,55.65,109.3167,8.14,62,100,3.83,RU,2023-06-12
350,mezhdurechenskiy,59.6,65.9333,5.21,64,12,2.74,RU,2023-06-12
351,lampazos de naranjo,27.0167,-100.5167,42.1,20,6,2.41,MX,2023-06-12
352,namibe,-15.1961,12.1522,17.51,72,3,2.14,AO,2023-06-12
353,palestine,31.9216,35.2033,18.53,75,3,1.89,PS,2023-06-12
354,bamboo flat,11.7,92.7167,27.05,89,75,2.57,IN,2023-06-12
355,baruun-urt,46.6806,113.2792,16.53,45,74,1.81,MN,2023-06-12
356,stephenville,32.2207,-98.2023,27.74,73,100,5.14,US,2023-06-12
357,cuero,29.0939,-97.2892,37.6,34,2,6.68,US,2023-06-12
358,uaua,-9.8414,-39.4817,25.97,56,98,5.57,BR,2023-06-12
359,kirakira,-10.4544,161.9205,27.45,82,24,2.7,SB,2023-06-12
360,ola,59.5833,151.2833,10.08,96,100,3.58,RU,2023-06-12
361,khorixas,-20.3667,14.9667,11.23,52,2,2.34,NA,2023-06-12
362,altinyayla,39.2725,36.751,11.98,92,55,0.43,TR,2023-06-12
363,kanniyakumari,8.0833,77.5667,27.39,80,98,8.12,IN,2023-06-12
364,dabat,12.9842,37.765,12.91,82,100,2.3,ET,2023-06-12
365,cannonvale,-20.2833,148.7,20.66,90,11,3.44,AU,2023-06-12
366,sorong,-0.8833,131.25,25.4,88,100,0.26,ID,2023-06-12
367,howard springs,-12.497,131.047,20.95,59,64,2.72,AU,2023-06-12
368,neon karlovasion,37.7903,26.7044,23.84,78,3,2.18,GR,2023-06-12
369,encarnacion de diaz,21.5167,-102.2333,30.23,13,30,3.07,MX,2023-06-12
370,san sebastian de la gomera,28.0916,-17.1133,24.2,78,40,2.57,ES,2023-06-12
371,labuan bajo,-8.4964,119.8877,22.54,84,11,2.75,ID,2023-06-12
372,miryang,35.4933,128.7489,20.95,98,75,0.98,KR,2023-06-12
373,mahavelona,-17.6848,49.5087,20.99,89,52,2.01,MG,2023-06-12
374,rafsanjan,30.4067,55.9939,28.44,25,7,3.79,IR,2023-06-12
375,sant antoni de portmany,38.9807,1.3036,24.1,79,0,3.09,ES,2023-06-12
376,minab,27.1467,57.0801,34.56,35,72,0.38,IR,2023-06-12
377,labrador city,52.9463,-66.9114,19.95,26,75,3.6,CA,2023-06-12
378,atherton,53.5237,-2.4935,21.05,95,95,0.45,GB,2023-06-12
379,hushitai,41.9322,123.5114,12.95,88,17,0.64,CN,2023-06-12
380,daru,-9.0763,143.2092,25.46,87,97,5.78,PG,2023-06-12
381,hohhot,40.8106,111.6522,12.16,50,0,1.0,CN,2023-06-12
382,illizi,26.4833,8.4667,36.89,13,0,4.46,DZ,2023-06-12
383,amqui,48.4638,-67.4313,25.22,48,0,1.29,CA,2023-06-12
384,tobelo,1.7284,128.0095,26.38,82,100,1.83,ID,2023-06-12
385,hinton,53.4001,-117.5857,27.56,23,51,0.47,CA,2023-06-12
386,araci,-11.3333,-38.9667,23.83,66,39,3.67,BR,2023-06-12
387,san andres,12.5847,-81.7006,31.01,79,40,5.14,CO,2023-06-12
388,praya,14.9215,-23.5087,27.3,61,0,7.72,CV,2023-06-12
389,sisimiut,66.9395,-53.6735,1.04,80,19,6.57,GL,2023-06-12
390,klaksvik,62.2266,-6.589,10.51,71,0,1.26,FO,2023-06-12
391,vodnyy,63.5046,53.4095,11.16,80,97,2.66,RU,2023-06-12
392,port alfred,-33.5906,26.891,13.43,77,100,1.79,ZA,2023-06-12
393,north haven,41.3909,-72.8595,26.25,73,20,5.66,US,2023-06-12
394,moroto,2.5345,34.6666,19.34,82,66,1.75,UG,2023-06-12
395,caiuti-sat,46.1833,26.9333,13.04,74,100,4.26,RO,2023-06-12
396,keflavik,64.0049,-22.5624,10.24,66,75,2.06,IS,2023-06-12
397,el alto,-4.2714,-81.2147,27.81,66,0,10.19,PE,2023-06-12
398,selfoss,63.9331,-20.9971,10.58,70,96,3.52,IS,2023-06-12
399,leer,53.2316,7.461,19.99,65,2,3.84,DE,2023-06-12
400,sarandi del yi,-33.35,-55.6333,6.71,66,5,4.35,UY,2023-06-12
401,kantagi,43.5264,68.5775,24.24,14,9,10.58,KZ,2023-06-12
402,beinamar,8.6698,15.3813,22.49,91,83,1.62,TD,2023-06-12
403,namanga,-2.5433,36.7905,18.33,66,42,2.66,KE,2023-06-12
404,arivonimamo,-19.0167,47.1833,14.03,72,35,0.89,MG,2023-06-12
405,robore,-18.3333,-59.75,11.05,93,100,0.0,BO,2023-06-12
406,kievka,50.2619,71.5514,17.14,71,16,3.38,KZ,2023-06-12
407,margate,51.3813,1.3862,17.61,64,40,2.68,GB,2023-06-12
408,covington,39.0837,-84.5086,21.62,66,40,7.2,US,2023-06-12
409,zhanaozen,43.3,52.8,27.89,16,6,4.08,KZ,2023-06-12
410,emerald,-23.5333,148.1667,15.26,93,8,3.26,AU,2023-06-12
411,hjo,58.3013,14.2878,15.01,46,31,3.62,SE,2023-06-12
412,kenai,60.5544,-151.2583,11.05,63,100,4.12,US,2023-06-12
413,yambio,4.5721,28.3955,21.13,85,96,1.47,SS,2023-06-12
414,cacheu,12.2706,-16.1658,26.85,78,51,4.66,GW,2023-06-12
415,kuragino,53.8975,92.6725,8.16,95,7,1.38,RU,2023-06-12
416,dakhla,23.6848,-15.958,22.01,83,18,7.2,EH,2023-06-12
417,mwanza,-2.5167,32.9,21.88,69,32,0.29,TZ,2023-06-12
418,kendari,-3.945,122.4989,22.94,95,100,1.41,ID,2023-06-12
419,mhamid,29.82,-5.72,33.44,11,0,5.38,MA,2023-06-12
420,enniskillen,54.3461,-7.6413,17.12,98,98,0.97,GB,2023-06-12
421,revelstoke,50.9832,-118.2023,24.01,60,0,2.06,CA,2023-06-12
422,tofol,5.3248,163.0078,28.74,77,98,7.16,FM,2023-06-12
423,svetlograd,45.3353,42.8547,18.45,86,100,1.98,RU,2023-06-12
424,rafaela,-31.2503,-61.4867,9.07,49,98,2.98,AR,2023-06-12
425,altai,46.3722,96.2583,14.25,64,71,1.41,MN,2023-06-12
426,agat village,13.3886,144.6585,28.52,88,20,3.09,GU,2023-06-12
427,vila franca do campo,37.7167,-25.4333,19.23,97,100,5.96,PT,2023-06-12
428,chui,-33.6971,-53.4616,9.26,60,38,3.89,UY,2023-06-12
429,darnah,32.767,22.6367,21.18,89,1,6.09,LY,2023-06-12
430,argo,37.6333,22.7333,19.88,79,75,0.94,GR,2023-06-12
431,xankandi,39.8177,46.7528,19.54,78,96,2.69,AZ,2023-06-12
432,lejanias,3.5251,-74.0216,25.05,89,84,2.6,CO,2023-06-12
433,mermoz boabab,14.7065,-17.4758,30.31,78,0,3.09,SN,2023-06-12
434,petauke,-14.2426,31.3253,16.54,47,16,2.17,ZM,2023-06-12
435,hermoso campo,-27.6082,-61.3444,14.41,34,88,4.17,AR,2023-06-12
436,montecito,34.4367,-119.6321,21.85,73,75,4.63,US,2023-06-12
437,bodaybo,57.8506,114.1933,8.15,85,56,1.57,RU,2023-06-12
438,petrolina,-9.3986,-40.5008,30.03,48,40,2.06,BR,2023-06-12
439,shantobe,52.4581,68.1839,11.5,56,75,2.73,KZ,2023-06-12
440,port saint john's,-31.6229,29.5448,15.88,77,35,3.26,ZA,2023-06-12
441,selkirk,50.1436,-96.8845,29.5,33,55,1.34,CA,2023-06-12
442,xilin hot,43.9667,116.0333,13.19,67,14,1.67,CN,2023-06-12
443,ribeira brava,32.65,-17.0667,21.35,88,87,1.29,PT,2023-06-12
444,florence,43.7667,11.25,22.07,76,0,1.54,IT,2023-06-12
445,rio grande,-32.035,-52.0986,11.06,55,2,4.21,BR,2023-06-12
446,crane,31.3974,-102.3501,37.16,10,0,7.03,US,2023-06-12
447,rumoi,43.9344,141.6428,16.12,91,100,2.5,JP,2023-06-12
448,palpala,-24.2565,-65.2116,9.57,30,100,2.57,AR,2023-06-12
449,wuwei,37.9281,102.6414,16.2,30,0,0.84,CN,2023-06-12
450,egilsstadir,65.2653,-14.3948,11.95,54,0,10.8,IS,2023-06-12
451,oroqen zizhiqi,50.5667,123.7167,16.05,68,69,1.19,CN,2023-06-12
452,riohacha,11.5444,-72.9072,35.06,49,20,8.23,CO,2023-06-12
453,sevastopol,44.6,33.5333,18.33,74,100,1.75,UA,2023-06-12
454,urangan,-25.3,152.9,16.75,90,6,3.82,AU,2023-06-12
455,manaure,11.7751,-72.4445,33.12,52,34,8.56,CO,2023-06-12
456,kalmunai,7.4167,81.8167,26.75,79,100,2.16,LK,2023-06-12
457,buckeye,33.3703,-112.5838,33.62,20,0,3.67,US,2023-06-12
458,tatarbunary,45.8373,29.6142,14.63,78,44,5.21,UA,2023-06-12
459,cockburn town,21.4612,-71.1419,28.03,82,95,8.42,TC,2023-06-12
460,severnoye,56.3491,78.3619,5.88,68,70,2.65,RU,2023-06-12
461,torghay,49.6339,63.4981,21.05,49,48,6.71,KZ,2023-06-12
462,urengoy,65.9667,78.3667,2.47,94,100,7.6,RU,2023-06-12
463,anamosa,42.1083,-91.2852,23.93,56,72,6.1,US,2023-06-12
464,kuta,-8.7233,115.1723,26.19,80,92,7.66,ID,2023-06-12
465,phan rang-thap cham,11.5667,108.9833,26.01,82,100,2.83,VN,2023-06-12
466,kuala belait,4.5833,114.1833,25.09,88,56,1.32,BN,2023-06-12
467,fortaleza,-3.7227,-38.5247,28.07,74,20,6.17,BR,2023-06-12
468,gadzhiyevo,69.2551,33.3362,10.96,81,100,0.45,RU,2023-06-12
469,koprivnica,46.1628,16.8275,15.16,89,4,1.29,HR,2023-06-12
470,konstantinovka,49.6167,127.9833,16.79,90,66,2.3,RU,2023-06-12
471,morro agudo,-20.7314,-48.0578,21.48,51,0,1.5,BR,2023-06-12
472,tambo,-14.8,-73.9167,7.1,33,34,4.63,PE,2023-06-12
473,camayenne,9.535,-13.6878,26.05,94,75,2.06,GN,2023-06-12
474,linhares,-19.3911,-40.0722,23.09,77,18,3.7,BR,2023-06-12
475,torres,-29.3353,-49.7269,12.13,70,26,5.7,BR,2023-06-12
476,nouadhibou,20.931,-17.0347,22.99,73,0,8.75,MR,2023-06-12
477,promyshlennaya,54.9159,85.6385,11.53,97,83,2.53,RU,2023-06-12
478,haro,42.5763,-2.8476,15.15,91,69,1.2,ES,2023-06-12
479,codrington,-38.2667,141.9667,9.59,83,26,7.06,AU,2023-06-12
480,guerrero negro,27.9769,-114.0611,20.94,56,0,8.67,MX,2023-06-12
481,hermanus,-34.4187,19.2345,14.33,81,100,10.45,ZA,2023-06-12
482,verkhniy baskunchak,48.2256,46.7217,26.3,33,35,4.06,RU,2023-06-12
483,stowbtsy,53.4785,26.7434,9.81,93,100,2.9,BY,2023-06-12
484,port-vila,-17.7338,168.3219,21.78,94,100,0.51,VU,2023-06-12
485,whangarei,-35.7317,174.3239,12.64,74,47,2.8,NZ,2023-06-12
486,likiep,9.8251,169.3107,28.0,79,91,8.02,MH,2023-06-12
487,loango,-4.6719,11.8312,23.07,92,32,2.57,CG,2023-06-12
488,matam,15.6175,-13.3303,37.63,14,85,2.42,SN,2023-06-12
489,oswego,43.4501,-76.1497,22.08,89,100,1.79,US,2023-06-12
490,karlovac,45.4872,15.5478,18.26,91,7,1.38,HR,2023-06-12
491,tanumah,27.1,44.1333,33.65,14,0,6.35,SA,2023-06-12
492,roslavl',53.9528,32.8639,9.22,79,100,3.29,RU,2023-06-12
493,taoudenni,22.6783,-3.9836,37.75,11,0,4.08,ML,2023-06-12
494,pudozh,61.8099,36.5345,10.64,63,60,1.85,RU,2023-06-12
495,luderitz,-26.6481,15.1594,13.54,82,0,4.95,NA,2023-06-12
496,prince george,53.9166,-122.753,26.83,31,75,2.57,CA,2023-06-12
497,friedland,51.4167,9.9333,18.14,57,0,0.89,DE,2023-06-12
498,la passe,45.5549,-0.8967,19.43,93,96,2.41,FR,2023-06-12
499,tvoroyri,61.5556,-6.8111,9.9,71,5,1.72,FO,2023-06-12
500,terenozek,45.05,64.9833,23.92,18,4,5.51,KZ,2023-06-12
501,tual,-5.6667,132.75,27.27,81,99,9.07,ID,2023-06-12
502,monterrey,25.6667,-100.3167,37.07,26,0,2.94,MX,2023-06-12
503,hokuto,41.8848,140.639,15.94,96,100,2.18,JP,2023-06-12
504,arteche,12.2645,125.4048,24.99,89,81,2.05,PH,2023-06-12
505,boguchany,58.3814,97.4531,10.03,62,100,0.92,RU,2023-06-12
506,tordher,33.9883,72.2852,30.73,41,40,1.43,PK,2023-06-12
507,palmer,42.1584,-72.3287,27.3,55,75,5.66,US,2023-06-12
508,tuba city,36.135,-111.2399,24.22,16,25,6.98,US,2023-06-12
509,fort bragg,35.139,-79.006,31.85,58,40,6.17,US,2023-06-12
510,luau,-10.7073,22.2247,18.35,41,3,1.55,AO,2023-06-12
511,ad-damazin,11.7891,34.3592,29.1,57,79,3.57,SD,2023-06-12
512,nabire,-3.3667,135.4833,24.3,92,100,1.42,ID,2023-06-12
513,durban,-29.8579,31.0292,17.51,70,88,2.78,ZA,2023-06-12
514,mapimi,25.8167,-103.85,35.8,12,5,1.97,MX,2023-06-12
515,sakaiminato,35.55,133.2333,20.99,100,75,0.51,JP,2023-06-12
516,almazan,41.4865,-2.5309,12.71,94,98,1.09,ES,2023-06-12
517,bakanas,44.8081,76.2772,20.54,28,100,8.78,KZ,2023-06-12
518,rongelap,11.1635,166.8941,27.75,81,56,8.3,MH,2023-06-12
519,sao gabriel da cachoeira,-0.1303,-67.0892,31.14,56,91,1.85,BR,2023-06-12
520,city of balikpapan,-1.242,116.8942,25.97,89,20,1.54,ID,2023-06-12
521,sangmelima,2.9333,11.9833,19.95,99,99,1.29,CM,2023-06-12
522,brokopondo,4.75,-55.1667,27.62,78,18,3.18,SR,2023-06-12
523,pama,11.2497,0.7075,27.47,68,100,2.52,BF,2023-06-12
524,port augusta,-32.5,137.7667,9.19,90,0,3.24,AU,2023-06-12
525,altay,47.8667,88.1167,14.24,56,0,2.38,CN,2023-06-12
526,naha,26.2125,127.6811,27.38,96,100,7.72,JP,2023-06-12
527,vyritsa,59.4078,30.3481,13.73,61,8,0.72,RU,2023-06-12
528,hasaki,35.7333,140.8333,20.68,96,100,7.67,JP,2023-06-12
529,gua musang,4.8823,101.9644,22.9,98,20,0.89,MY,2023-06-12
530,mokpo,34.7936,126.3886,18.03,80,41,1.89,KR,2023-06-12
531,papao,-17.75,-149.55,28.82,73,6,8.5,PF,2023-06-12
532,vilyuysk,63.7553,121.6247,6.55,58,0,3.55,RU,2023-06-12
533,hammerfest,70.6634,23.6821,8.25,76,75,9.26,NO,2023-06-12
534,guixi,28.2886,117.2133,23.75,92,100,0.8,CN,2023-06-12
535,hatillo,18.4863,-66.8254,33.42,74,29,5.36,PR,2023-06-12
536,coquimbo,-29.9533,-71.3436,12.85,71,75,4.63,CL,2023-06-12
537,katsuura,35.1333,140.3,22.01,95,85,6.77,JP,2023-06-12
538,chita,52.0333,113.55,14.94,67,94,4.0,RU,2023-06-12
539,ust'-ordynskiy,52.805,104.7508,13.34,92,100,1.24,RU,2023-06-12
540,kampong speu,11.5,104.3333,25.61,86,100,2.17,KH,2023-06-12
541,birobidzhan,48.8,132.95,14.64,92,11,0.8,RU,2023-06-12
542,okhotsk,59.3833,143.3,7.59,90,91,4.13,RU,2023-06-12
543,mitu,1.1983,-70.1733,27.84,77,96,0.83,CO,2023-06-12
544,rikaze,29.25,88.8833,12.94,48,14,1.72,CN,2023-06-12
545,labytnangi,66.6572,66.4183,3.27,65,15,3.23,RU,2023-06-12
546,salalah,17.0151,54.0924,29.05,89,40,1.54,OM,2023-06-12
547,masterton,-40.9597,175.6575,6.16,90,5,0.9,NZ,2023-06-12
548,rabo de peixe,37.8,-25.5833,18.73,94,75,8.23,PT,2023-06-12
549,kayangel,8.0823,134.7173,27.16,81,100,3.6,PW,2023-06-12
550,quezon,7.7303,125.0989,22.21,96,76,0.91,PH,2023-06-12
551,bubaque,11.2833,-15.8333,27.75,81,58,6.44,GW,2023-06-12
